id,template,count
170,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,4
171,SELECT COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string AND table_alias2.col_name = boolean,4
172,SELECT DISTINCT col_name FROM table_name WHERE col_name = string AND col_name = string,4
173,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = string,4
174,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string;,4
175,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name > num,4
176,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name LIKE string,4
177,SELECT MAX(col_name) FROM table_name,4
178,SELECT SUM(CASE WHEN table_alias1.col_name = string THEN num ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,4
179,SELECT col_name FROM table_name ORDER BY col_name LIMIT num,4
180,SELECT col_name FROM table_name WHERE col_name = ( SELECT col_name FROM table_name WHERE col_name = string ),4
181,SELECT col_name FROM table_name WHERE col_name = string LIMIT num,4
182,SELECT col_name FROM table_name WHERE col_name > num,4
183,SELECT col_name FROM table_name WHERE col_name IN ( SELECT col_name FROM table_name WHERE col_name = string ),4
184,SELECT col_name FROM table_name WHERE year = num ORDER BY col_name DESC LIMIT num,4
185,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name ASC LIMIT num,4
186,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias1.col_name LIMIT num,4
187,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.`date` = string AND table_alias1.col_name = num,4
188,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = string,4
189,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = ( SELECT MAX(col_name) FROM table_name ),4
190,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num AND table_alias1.col_name = num,4
191,SELECT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num,4
192,"SELECT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias2.col_name = string",4
193,"SELECT table_alias0.col_name, table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name ORDER BY table_alias0.col_name DESC LIMIT num",4
194,"SELECT table_alias0.col_name, table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string",4
195,SELECT table_alias0.table_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = ( SELECT MAX(col_name) FROM table_name ),4
196,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name GROUP BY table_alias0.col_name ORDER BY COUNT(table_alias0.col_name) DESC LIMIT num,4
197,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias1.col_name = string,4
198,SELECT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name = string,4
199,"SELECT table_alias1.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string",4
200,"SELECT table_alias1.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",4
201,"SELECT table_alias1.col_name, table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias0.col_name = table_alias2.col_name WHERE table_alias2.col_name = string",4
202,SELECT table_alias1.date FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string ORDER BY table_alias1.col_name DESC LIMIT num,4
203,SELECT table_alias2.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name ORDER BY table_alias0.col_name DESC LIMIT num,4
204,SELECT table_alias2.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name ORDER BY table_alias0.col_name DESC LIMIT num,4
205,"SELECT table_alias2.col_name, table_alias2.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias2.col_name = table_alias1.col_name WHERE table_alias0.col_name = string",4
206,SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;,3
207,"SELECT value, COUNT(*) as count FROM table_name GROUP BY value;",3
208,"SELECT id, COUNT(*) as count FROM table_name GROUP BY id;",3
209,SELECT AVG(col_name) FROM table_name,3
210,SELECT AVG(col_name) FROM table_name WHERE col_name = num,3
211,SELECT CAST(COUNT(CASE WHEN col_name = string THEN col_name ELSE NULL END) AS column_alias0) * num / COUNT(col_name) FROM table_name,3
212,SELECT CAST(COUNT(CASE WHEN table_alias0.col_name = string THEN table_alias1.col_name ELSE NULL END) AS column_alias0) * num / COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,3
213,SELECT CAST(SUM(CASE WHEN col_name = string THEN num ELSE num END) AS column_alias0) * num / COUNT(col_name) FROM table_name WHERE col_name = string,3
214,SELECT CAST(SUM(CASE WHEN table_alias1.col_name = num THEN table_alias0.col_name ELSE num END) - SUM(CASE WHEN table_alias1.col_name = num THEN table_alias0.col_name ELSE num END) AS column_alias0) * num / SUM(CASE WHEN table_alias1.col_name = num THEN table_alias0.col_name ELSE num END) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,3
215,"SELECT CAST(SUM(col_name(table_alias1.col_name = string, num, num)) AS column_alias0) * num / COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name",3
216,SELECT CAST(SUM(table_alias1.col_name) AS column_alias0) / COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string,3
217,SELECT COUNT(DISTINCT col_name) FROM table_name WHERE col_name = string,3
218,SELECT COUNT(DISTINCT table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,3
219,SELECT COUNT(DISTINCT table_alias2.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias0.col_name = string,3
220,SELECT COUNT(col_name) AS column_alias0 FROM table_name WHERE col_name = string,3
221,SELECT COUNT(col_name) AS column_alias0 FROM table_name WHERE col_name > num,3
222,SELECT COUNT(col_name) FROM table_name WHERE col_name = ( SELECT col_name FROM table_name WHERE col_name = string ),3
223,SELECT COUNT(col_name) FROM table_name WHERE col_name = num AND col_name LIKE string,3
224,SELECT COUNT(col_name) FROM table_name WHERE col_name = string AND col_name = num,3
225,SELECT COUNT(col_name) FROM table_name WHERE col_name > num AND col_name = boolean,3
226,SELECT COUNT(col_name) FROM table_name WHERE col_name LIKE string AND col_name > num,3
227,SELECT COUNT(col_name) FROM table_name WHERE col_name NOT IN ( SELECT col_name FROM table_name ),3
228,SELECT COUNT(col_name) FROM table_name WHERE month = num,3
229,SELECT COUNT(col_name) FROM table_name WHERE month > num,3
230,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name,3
231,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = num AND table_alias1.col_name = string,3
232,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string AND table_alias1.col_name = string,3
233,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias1.col_name = num,3
234,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name BETWEEN num AND num AND table_alias1.col_name = string,3
235,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name LIKE string,3
236,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num,3
237,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num AND table_alias0.col_name = boolean,3
238,SELECT COUNT(table_alias0.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string AND table_alias0.col_name > num,3
239,SELECT COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num AND table_alias0.col_name = string,3
240,SELECT COUNT(table_alias1.col_name) FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias1.col_name = table_alias0.col_name WHERE table_alias0.col_name = string,3
241,SELECT DISTINCT col_name FROM table_name WHERE col_name = num,3
242,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name INNER JOIN table_name AS table_alias2 ON table_alias1.col_name = table_alias2.col_name WHERE table_alias2.col_name = string,3
243,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = num AND table_alias1.col_name = string,3
244,SELECT DISTINCT table_alias0.col_name FROM table_name AS table_alias0 WHERE table_alias0.col_name = num,3
245,"SELECT DISTINCT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = num",3
246,"SELECT DISTINCT table_alias0.col_name, table_alias0.col_name FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias1.col_name = string",3
247,SELECT DISTINCT table_alias1.col_name FROM table_name AS table_alias0 INNER JOIN `col_name` AS table_alias1 ON table_alias0.col_name = table_alias1.col_name WHERE table_alias0.col_name = string AND table_alias0.col_name = string,3
248,SELECT DISTINCT table_alias2.`col_name col_name` FROM table_name AS table_alias0 INNER JOIN table_name AS table_alias1 ON table_alias0.`col_name col_name` = table_alias1.`col_name col_name` INNER JOIN table_name AS table_alias2 ON table_alias2.`col_name col_name` = table_alias0.`col_name col_name` WHERE table_alias1.`col_name col_name` = string,3
