id	generalized_template	count
685	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable WHERE variable = variable	1
686	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable	1
687	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM `variable`	1
688	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable WHERE variable LIKE variable	1
689	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) / COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) FROM variable	1
690	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable	1
691	SELECT CAST(COUNT(CASE WHEN variable IN (variable, variable, variable, variable) THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable WHERE variable = variable	1
692	SELECT CAST(COUNT(CASE WHEN variable.`variable variable` = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
693	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
694	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN `variable` AS variable ON variable = variable WHERE variable = variable	1
695	SELECT CAST(COUNT(CASE WHEN variable = variable AND variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable	1
696	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM `variable` AS variable INNER JOIN variable AS variable ON variable = variable	1
697	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable), variable(variable), variable(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE SUBSTR(variable, LENGTH(variable) - variable, LENGTH(variable)) BETWEEN variable AND variable	1
698	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable END) AS variable) * variable / COUNT(variable), COUNT(CASE WHEN variable = variable AND variable = variable THEN variable END) AS variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	1
699	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) FROM `variable` AS variable INNER JOIN variable AS variable ON variable = variable	1
700	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) / COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable	1
701	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	1
702	SELECT CAST(COUNT(CASE WHEN variable LIKE variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
703	SELECT CAST(COUNT(CASE WHEN variable < variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
704	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	1
705	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN `variable` AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable	1
706	SELECT CAST(COUNT(CASE WHEN variable > variable AND variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable	1
707	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
708	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
709	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable	1
710	SELECT CAST(COUNT(CASE WHEN variable = variable AND variable > variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
711	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable < variable	1
712	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) / COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
713	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable	1
714	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable	1
715	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
716	SELECT CAST(COUNT(CASE WHEN variable > variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
717	SELECT CAST(COUNT(CASE WHEN variable >= variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN ( SELECT variable, MAX(variable) AS variable FROM variable GROUP BY variable ) AS variable ON variable = variable UNION ALL SELECT variable FROM variable AS variable INNER JOIN ( SELECT variable, MAX(variable) AS variable FROM variable variable GROUP BY variable ) AS variable ON variable = variable AND variable >= variable	1
718	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) / COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable , COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
719	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable	1
720	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable/ COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
721	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	1
722	SELECT CAST(COUNT(DISTINCT CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(DISTINCT variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable	1
723	SELECT CAST(COUNT(variable) AS variable) * variable / ( SELECT COUNT(variable) FROM variable ) FROM variable WHERE variable = variable	1
724	SELECT CAST(COUNT(variable) AS variable) * variable / COUNT(DISTINCT variable) FROM variable	1
725	SELECT CAST(COUNT(variable) AS variable) / variable FROM variable WHERE variable BETWEEN variable AND variable AND variable = variable	1
726	SELECT CAST(COUNT(variable) AS variable) * variable / ( SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable < variable ) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable < variable AND variable = variable	1
